SpName,varText,,Groups,Obs_Occ,biasSum,Prop_reports,Exp_Occ,Chi_Val,CompareVal
Quercus_tardifolia,VN,G,5,6,638439,0.1575,0.945,27.0402,greater
Quercus_texana,TX,G,1,1,901798,0.2225,35.3775,33.4058,lesser
Quercus_texana,TX,G,2,2,1031725,0.2546,40.4814,36.5802,lesser
Quercus_texana,TX,G,3,1,653130,0.1612,25.6308,23.6698,lesser
Quercus_texana,TX,G,4,92,610776,0.1507,23.9613,193.1976,greater
Quercus_texana,TX,G,5,63,855048,0.211,33.549,25.8536,greater
Quercus_texana,TN,G,1,124,1303793,0.3217,51.1503,103.7546,greater
Quercus_texana,TN,G,2,32,1121833,0.2768,44.0112,3.278,lesser
Quercus_texana,TN,G,3,2,875179,0.216,34.344,30.4605,lesser
Quercus_texana,TN,G,4,1,457583,0.1129,17.9511,16.0068,lesser
Quercus_texana,TN,G,5,124,294089,0.0726,11.5434,1095.56,greater
Quercus_texana,VX,G,1,1,1081752,0.2669,42.4371,40.4607,lesser
Quercus_texana,VX,G,2,4,953847,0.2354,37.4286,29.8561,lesser
Quercus_texana,VX,G,3,37,452120,0.1116,17.7444,20.8955,greater
Quercus_texana,VX,G,4,87,660863,0.1631,25.9329,143.8015,greater
Quercus_texana,VX,G,5,30,903895,0.223,35.457,0.8399,lesser
Quercus_texana,VN,G,1,11,953258,0.2352,37.3968,18.6324,lesser
Quercus_texana,VN,G,2,9,814172,0.2009,31.9431,16.4789,lesser
Quercus_texana,VN,G,3,60,982574,0.2425,38.5575,11.9245,greater
Quercus_texana,VN,G,4,26,664034,0.1639,26.0601,1.00E-04,lesser
Quercus_texana,VN,G,5,53,638439,0.1575,25.0425,31.2118,greater
Quercus_tomentella,TX,G,1,126,901798,0.2225,57.85,80.2839,greater
Quercus_tomentella,TX,G,2,130,1031725,0.2546,66.196,61.4984,greater
Quercus_tomentella,TX,G,3,4,653130,0.1612,41.912,34.2938,lesser
Quercus_tomentella,TX,G,4,126,610776,0.1507,39.182,192.3681,greater
Quercus_tomentella,TX,G,5,130,855048,0.211,54.86,102.9169,greater
Quercus_tomentella,TN,G,1,258,1303793,0.3217,83.642,363.4623,greater
Quercus_tomentella,TN,G,2,1,1121833,0.2768,71.968,69.9819,lesser
Quercus_tomentella,TN,G,3,1,875179,0.216,56.16,54.1778,lesser
Quercus_tomentella,TN,G,4,258,457583,0.1129,29.354,1780.9836,greater
Quercus_tomentella,TN,G,5,1,294089,0.0726,18.876,16.929,lesser
Quercus_tomentella,VX,G,1,77,1081752,0.2669,69.394,0.8337,greater
Quercus_tomentella,VX,G,2,51,953847,0.2354,61.204,1.7012,lesser
Quercus_tomentella,VX,G,3,128,452120,0.1116,29.016,337.67,greater
Quercus_tomentella,VX,G,4,4,660863,0.1631,42.406,34.7833,lesser
Quercus_tomentella,VX,G,5,77,903895,0.223,57.98,6.2394,greater
Quercus_tomentella,VN,G,1,198,953258,0.2352,61.152,306.2431,greater
Quercus_tomentella,VN,G,2,60,814172,0.2009,52.234,1.1546,greater
Quercus_tomentella,VN,G,3,2,982574,0.2425,63.05,59.1134,lesser
Quercus_tomentella,VN,G,4,198,664034,0.1639,42.614,566.5933,greater
Quercus_tomentella,VN,G,5,60,638439,0.1575,40.95,8.8621,greater
Quercus_toumeyi,TX,G,1,1,901798,0.2225,24.2525,22.2937,lesser
Quercus_toumeyi,TX,G,2,1,1031725,0.2546,27.7514,25.7874,lesser
Quercus_toumeyi,TX,G,3,17,653130,0.1612,17.5708,0.0185,lesser
Quercus_toumeyi,TX,G,4,64,610776,0.1507,16.4263,137.7825,greater
Quercus_toumeyi,TX,G,5,26,855048,0.211,22.999,0.3916,greater
Quercus_toumeyi,TN,G,1,16,1303793,0.3217,35.0653,10.366,lesser
Quercus_toumeyi,TN,G,2,92,1121833,0.2768,30.1712,126.7036,greater
Quercus_toumeyi,TN,G,3,1,875179,0.216,23.544,21.5865,lesser
Quercus_toumeyi,TN,G,4,16,457583,0.1129,12.3061,1.1088,greater
Quercus_toumeyi,TN,G,5,92,294089,0.0726,7.9134,893.4916,greater
Quercus_toumeyi,VX,G,1,1,1081752,0.2669,29.0921,27.1265,lesser
Quercus_toumeyi,VX,G,2,108,953847,0.2354,25.6586,264.243,greater
Quercus_toumeyi,VX,G,3,1,452120,0.1116,12.1644,10.2466,lesser
Quercus_toumeyi,VX,G,4,108,660863,0.1631,17.7779,457.8734,greater
Quercus_toumeyi,VX,G,5,1,903895,0.223,24.307,22.3481,lesser
Quercus_toumeyi,VN,G,1,109,953258,0.2352,25.6368,271.0722,greater
Quercus_toumeyi,VN,G,2,109,814172,0.2009,21.8981,346.4566,greater
Quercus_toumeyi,VN,G,3,109,982574,0.2425,26.4325,257.917,greater
Quercus_toumeyi,VN,G,4,109,664034,0.1639,17.8651,464.9048,greater
Quercus_toumeyi,VN,G,5,109,638439,0.1575,17.1675,491.231,greater
Quercus_turbinella,TX,G,1,13,901798,0.2225,424.53,398.9281,lesser
Quercus_turbinella,TX,G,2,94,1031725,0.2546,485.7768,315.9662,lesser
Quercus_turbinella,TX,G,3,279,653130,0.1612,307.5696,2.6538,lesser
Quercus_turbinella,TX,G,4,593,610776,0.1507,287.5356,324.5111,greater
Quercus_turbinella,TX,G,5,929,855048,0.211,402.588,688.3206,greater
Quercus_turbinella,TN,G,1,580,1303793,0.3217,613.8036,1.8616,lesser
Quercus_turbinella,TN,G,2,829,1121833,0.2768,528.1344,171.396,greater
Quercus_turbinella,TN,G,3,452,875179,0.216,412.128,3.8575,greater
Quercus_turbinella,TN,G,4,43,457583,0.1129,215.4132,137.9967,lesser
Quercus_turbinella,TN,G,5,4,294089,0.0726,138.5208,130.6363,lesser
Quercus_turbinella,VX,G,1,3,1081752,0.2669,509.2452,503.2629,lesser
Quercus_turbinella,VX,G,2,7,953847,0.2354,449.1432,435.2523,lesser
Quercus_turbinella,VX,G,3,181,452120,0.1116,212.9328,4.7889,lesser
Quercus_turbinella,VX,G,4,1717,660863,0.1631,311.1948,6350.6468,greater
Quercus_turbinella,VX,G,5,3,903895,0.223,425.484,419.5052,lesser
Quercus_turbinella,VN,G,1,1871,953258,0.2352,448.7616,4507.4313,greater
Quercus_turbinella,VN,G,2,35,814172,0.2009,383.3172,316.513,lesser
Quercus_turbinella,VN,G,3,1,982574,0.2425,462.69,460.6922,lesser
Quercus_turbinella,VN,G,4,1,664034,0.1639,312.7212,310.7244,lesser
Quercus_turbinella,VN,G,5,1871,638439,0.1575,300.51,8207.51,greater
Quercus_vaseyana,TX,G,1,3,901798,0.2225,22.695,17.0916,lesser
Quercus_vaseyana,TX,G,2,3,1031725,0.2546,25.9692,20.3158,lesser
Quercus_vaseyana,TX,G,3,3,653130,0.1612,16.4424,10.9898,lesser
Quercus_vaseyana,TX,G,4,3,610776,0.1507,15.3714,9.9569,lesser
Quercus_vaseyana,TX,G,5,90,855048,0.211,21.522,217.8811,greater
Quercus_vaseyana,TN,G,1,96,1303793,0.3217,32.8134,121.6743,greater
Quercus_vaseyana,TN,G,2,2,1121833,0.2768,28.2336,24.3753,lesser
Quercus_vaseyana,TN,G,3,1,875179,0.216,22.032,20.0774,lesser
Quercus_vaseyana,TN,G,4,3,457583,0.1129,11.5158,6.2973,lesser
Quercus_vaseyana,TN,G,5,96,294089,0.0726,7.4052,1059.9361,greater
Quercus_vaseyana,VX,G,1,3,1081752,0.2669,27.2238,21.5544,lesser
Quercus_vaseyana,VX,G,2,1,953847,0.2354,24.0108,22.0524,lesser
Quercus_vaseyana,VX,G,3,98,452120,0.1116,11.3832,659.0827,greater
Quercus_vaseyana,VX,G,4,3,660863,0.1631,16.6362,11.1772,lesser
Quercus_vaseyana,VX,G,5,1,903895,0.223,22.746,20.79,lesser
Quercus_vaseyana,VN,G,1,28,953258,0.2352,23.9904,0.6701,greater
Quercus_vaseyana,VN,G,2,58,814172,0.2009,20.4918,68.655,greater
Quercus_vaseyana,VN,G,3,16,982574,0.2425,24.735,3.0847,lesser
Quercus_vaseyana,VN,G,4,28,664034,0.1639,16.7178,7.6139,greater
Quercus_vaseyana,VN,G,5,58,638439,0.1575,16.065,109.4643,greater
Quercus_velutina,TX,G,1,1574,901798,0.2225,2047.89,109.6601,lesser
Quercus_velutina,TX,G,2,1328,1031725,0.2546,2343.3384,439.9331,lesser
Quercus_velutina,TX,G,3,2544,653130,0.1612,1483.6848,757.7542,greater
Quercus_velutina,TX,G,4,2553,610776,0.1507,1387.0428,980.1112,greater
Quercus_velutina,TX,G,5,1205,855048,0.211,1942.044,279.7227,lesser
Quercus_velutina,TN,G,1,7529,1303793,0.3217,2960.9268,7047.5544,greater
Quercus_velutina,TN,G,2,1674,1121833,0.2768,2547.6672,299.6052,lesser
Quercus_velutina,TN,G,3,1,875179,0.216,1988.064,1986.0645,lesser
Quercus_velutina,TN,G,4,7529,457583,0.1129,1039.1316,40532.2982,greater
Quercus_velutina,TN,G,5,1674,294089,0.0726,668.2104,1513.9135,greater
Quercus_velutina,VX,G,1,1289,1081752,0.2669,2456.5476,554.9119,lesser
Quercus_velutina,VX,G,2,984,953847,0.2354,2166.6216,645.5183,lesser
Quercus_velutina,VX,G,3,1091,452120,0.1116,1027.1664,3.967,greater
Quercus_velutina,VX,G,4,2608,660863,0.1631,1501.1724,816.0737,greater
Quercus_velutina,VX,G,5,3232,903895,0.223,2052.492,677.8293,greater
Quercus_velutina,VN,G,1,4283,953258,0.2352,2164.7808,2072.6591,greater
Quercus_velutina,VN,G,2,3118,814172,0.2009,1849.0836,870.7821,greater
Quercus_velutina,VN,G,3,1337,982574,0.2425,2231.97,358.8629,lesser
Quercus_velutina,VN,G,4,378,664034,0.1639,1508.5356,847.2526,lesser
Quercus_velutina,VN,G,5,88,638439,0.1575,1449.63,1278.9721,lesser
Quercus_viminea,TX,G,1,1,901798,0.2225,0.445,0.6922,greater
Quercus_viminea,TX,G,2,1,1031725,0.2546,0.5092,0.4731,greater
Quercus_viminea,TX,G,3,1,653130,0.1612,0.3224,1.4241,greater
Quercus_viminea,TX,G,4,1,610776,0.1507,0.3014,1.6193,greater
Quercus_viminea,TX,G,5,1,855048,0.211,0.422,0.7917,greater
Quercus_viminea,TN,G,1,2,1303793,0.3217,0.6434,2.8604,greater
Quercus_viminea,TN,G,2,2,1121833,0.2768,0.5536,3.779,greater
Quercus_viminea,TN,G,3,2,875179,0.216,0.432,5.6913,greater
Quercus_viminea,TN,G,4,2,457583,0.1129,0.2258,13.9406,greater
Quercus_viminea,TN,G,5,2,294089,0.0726,0.1452,23.6934,greater
Quercus_viminea,VX,G,1,2,1081752,0.2669,0.5338,4.0272,greater
Quercus_viminea,VX,G,2,2,953847,0.2354,0.4708,4.967,greater
Quercus_viminea,VX,G,3,2,452120,0.1116,0.2232,14.1443,greater
Quercus_viminea,VX,G,4,2,660863,0.1631,0.3262,8.5886,greater
Quercus_viminea,VX,G,5,2,903895,0.223,0.446,5.4146,greater
Quercus_viminea,VN,G,1,2,953258,0.2352,0.4704,4.9738,greater
Quercus_viminea,VN,G,2,2,814172,0.2009,0.4018,6.357,greater
Quercus_viminea,VN,G,3,2,982574,0.2425,0.485,4.7324,greater
Quercus_viminea,VN,G,4,2,664034,0.1639,0.3278,8.5304,greater
Quercus_viminea,VN,G,5,2,638439,0.1575,0.315,9.0134,greater
Quercus_virginiana,TX,G,1,5,901798,0.2225,671.2825,661.3197,lesser
Quercus_virginiana,TX,G,2,24,1031725,0.2546,768.1282,720.8781,lesser
Quercus_virginiana,TX,G,3,115,653130,0.1612,486.3404,283.5333,lesser
Quercus_virginiana,TX,G,4,831,610776,0.1507,454.6619,311.507,greater
Quercus_virginiana,TX,G,5,2042,855048,0.211,636.587,3102.7742,greater
Quercus_virginiana,TN,G,1,2980,1303793,0.3217,970.5689,4160.2542,greater
Quercus_virginiana,TN,G,2,36,1121833,0.2768,835.1056,764.6575,lesser
Quercus_virginiana,TN,G,3,1,875179,0.216,651.672,649.6735,lesser
Quercus_virginiana,TN,G,4,2980,457583,0.1129,340.6193,20451.9547,greater
Quercus_virginiana,TN,G,5,36,294089,0.0726,219.0342,152.9511,lesser
Quercus_virginiana,VX,G,1,136,1081752,0.2669,805.2373,556.2069,lesser
Quercus_virginiana,VX,G,2,223,953847,0.2354,710.2018,334.2227,lesser
Quercus_virginiana,VX,G,3,438,452120,0.1116,336.6972,30.4792,greater
Quercus_virginiana,VX,G,4,986,660863,0.1631,492.0727,495.7889,greater
Quercus_virginiana,VX,G,5,1234,903895,0.223,672.791,468.1328,greater
Quercus_virginiana,VN,G,1,328,953258,0.2352,709.5984,205.2109,lesser
Quercus_virginiana,VN,G,2,759,814172,0.2009,606.1153,38.5632,greater
Quercus_virginiana,VN,G,3,863,982574,0.2425,731.6225,23.5915,greater
Quercus_virginiana,VN,G,4,629,664034,0.1639,494.4863,36.5914,greater
Quercus_virginiana,VN,G,5,438,638439,0.1575,475.1775,2.9087,lesser
Quercus_wislizeni,TX,G,1,102,901798,0.2225,530.44,346.0539,lesser
Quercus_wislizeni,TX,G,2,307,1031725,0.2546,606.9664,148.2452,lesser
Quercus_wislizeni,TX,G,3,482,653130,0.1612,384.3008,24.8377,greater
Quercus_wislizeni,TX,G,4,635,610776,0.1507,359.2688,211.6179,greater
Quercus_wislizeni,TX,G,5,858,855048,0.211,503.024,250.5009,greater
Quercus_wislizeni,TN,G,1,1527,1303793,0.3217,766.9328,753.2631,greater
Quercus_wislizeni,TN,G,2,800,1121833,0.2768,659.8912,29.748,greater
Quercus_wislizeni,TN,G,3,46,875179,0.216,514.944,427.0532,lesser
Quercus_wislizeni,TN,G,4,9,457583,0.1129,269.1536,251.4545,lesser
Quercus_wislizeni,TN,G,5,2,294089,0.0726,173.0784,169.1015,lesser
Quercus_wislizeni,VX,G,1,30,1081752,0.2669,636.2896,577.7041,lesser
Quercus_wislizeni,VX,G,2,80,953847,0.2354,561.1936,412.5979,lesser
Quercus_wislizeni,VX,G,3,86,452120,0.1116,266.0544,121.8532,lesser
Quercus_wislizeni,VX,G,4,735,660863,0.1631,388.8304,308.1894,greater
Quercus_wislizeni,VX,G,5,1453,903895,0.223,531.632,1596.817,greater
Quercus_wislizeni,VN,G,1,1902,953258,0.2352,560.7168,3208.4657,greater
Quercus_wislizeni,VN,G,2,398,814172,0.2009,478.9456,13.6804,lesser
Quercus_wislizeni,VN,G,3,71,982574,0.2425,578.12,444.8396,lesser
Quercus_wislizeni,VN,G,4,6,664034,0.1639,390.7376,378.8297,lesser
Quercus_wislizeni,VN,G,5,7,638439,0.1575,375.48,361.6105,lesser
Randia_aculeata,TX,G,1,1,901798,0.2225,44.945,42.9672,lesser
Randia_aculeata,TX,G,2,3,1031725,0.2546,51.4292,45.6042,lesser
Randia_aculeata,TX,G,3,198,653130,0.1612,32.5624,840.5277,greater
Randia_aculeata,TX,G,4,1,610776,0.1507,30.4414,28.4743,lesser
Randia_aculeata,TX,G,5,3,855048,0.211,42.622,36.8332,lesser
Randia_aculeata,TN,G,1,201,1303793,0.3217,64.9834,284.696,greater
Randia_aculeata,TN,G,2,1,1121833,0.2768,55.9136,53.9315,lesser
Randia_aculeata,TN,G,3,201,875179,0.216,43.632,567.5808,greater
Randia_aculeata,TN,G,4,1,457583,0.1129,22.8058,20.8496,lesser
Randia_aculeata,TN,G,5,201,294089,0.0726,14.6652,2367.5543,greater
Randia_aculeata,VX,G,1,1,1081752,0.2669,53.9138,51.9323,lesser
Randia_aculeata,VX,G,2,3,953847,0.2354,47.5508,41.7401,lesser
Randia_aculeata,VX,G,3,14,452120,0.1116,22.5432,3.2376,lesser
Randia_aculeata,VX,G,4,80,660863,0.1631,32.9462,67.2023,greater
Randia_aculeata,VX,G,5,104,903895,0.223,45.046,77.1561,greater
Randia_aculeata,VN,G,1,40,953258,0.2352,47.5104,1.1872,lesser
Randia_aculeata,VN,G,2,49,814172,0.2009,40.5818,1.7463,greater
Randia_aculeata,VN,G,3,63,982574,0.2425,48.985,4.0098,greater
Randia_aculeata,VN,G,4,37,664034,0.1639,33.1078,0.4576,greater
Randia_aculeata,VN,G,5,13,638439,0.1575,31.815,11.127,lesser
Randia_obcordata,TX,G,1,57,901798,0.2225,12.6825,154.8623,greater
Randia_obcordata,TX,G,2,57,1031725,0.2546,14.5122,124.3928,greater
Randia_obcordata,TX,G,3,57,653130,0.1612,9.1884,248.7864,greater
Randia_obcordata,TX,G,4,57,610776,0.1507,8.5899,272.8248,greater
Randia_obcordata,TX,G,5,57,855048,0.211,12.027,168.1692,greater
Randia_obcordata,TN,G,1,57,1303793,0.3217,18.3369,81.5206,greater
Randia_obcordata,TN,G,2,57,1121833,0.2768,15.7776,107.7025,greater
Randia_obcordata,TN,G,3,57,875179,0.216,12.312,162.2009,greater
Randia_obcordata,TN,G,4,57,457583,0.1129,6.4353,397.3069,greater
Randia_obcordata,TN,G,5,57,294089,0.0726,4.1382,675.2622,greater
Randia_obcordata,VX,G,1,1,1081752,0.2669,15.2133,13.279,lesser
Randia_obcordata,VX,G,2,2,953847,0.2354,13.4178,9.7159,lesser
Randia_obcordata,VX,G,3,2,452120,0.1116,6.3612,2.99,lesser
Randia_obcordata,VX,G,4,52,660863,0.1631,9.2967,196.1526,greater
Randia_obcordata,VX,G,5,1,903895,0.223,12.711,10.7897,lesser
Randia_obcordata,VN,G,1,44,953258,0.2352,13.4064,69.815,greater
Randia_obcordata,VN,G,2,13,814172,0.2009,11.4513,0.2094,greater
Randia_obcordata,VN,G,3,44,982574,0.2425,13.8225,65.884,greater
Randia_obcordata,VN,G,4,13,664034,0.1639,9.3423,1.4321,greater
Randia_obcordata,VN,G,5,44,638439,0.1575,8.9775,136.6277,greater
Reynosia_septentrionalis,TX,G,1,9,901798,0.2225,2.0025,24.4519,greater
Reynosia_septentrionalis,TX,G,2,9,1031725,0.2546,2.2914,19.641,greater
Reynosia_septentrionalis,TX,G,3,9,653130,0.1612,1.4508,39.2821,greater
Reynosia_septentrionalis,TX,G,4,9,610776,0.1507,1.3563,43.0776,greater
Reynosia_septentrionalis,TX,G,5,9,855048,0.211,1.899,26.553,greater
Reynosia_septentrionalis,TN,G,1,9,1303793,0.3217,2.8953,12.8717,greater
Reynosia_septentrionalis,TN,G,2,9,1121833,0.2768,2.4912,17.0057,greater
Reynosia_septentrionalis,TN,G,3,9,875179,0.216,1.944,25.6107,greater
Reynosia_septentrionalis,TN,G,4,9,457583,0.1129,1.0161,62.7327,greater
Reynosia_septentrionalis,TN,G,5,9,294089,0.0726,0.6534,106.6203,greater
Reynosia_septentrionalis,VX,G,1,1,1081752,0.2669,2.4021,0.8184,lesser
Reynosia_septentrionalis,VX,G,2,7,953847,0.2354,2.1186,11.2471,greater
Reynosia_septentrionalis,VX,G,3,1,452120,0.1116,1.0044,0,lesser
Reynosia_septentrionalis,VX,G,4,1,660863,0.1631,1.4679,0.1491,lesser
Reynosia_septentrionalis,VX,G,5,7,903895,0.223,2.007,12.4215,greater
Reynosia_septentrionalis,VN,G,1,5,953258,0.2352,2.1168,3.9271,greater
Reynosia_septentrionalis,VN,G,2,2,814172,0.2009,1.8081,0.0204,greater
Reynosia_septentrionalis,VN,G,3,2,982574,0.2425,2.1825,0.0153,lesser
Reynosia_septentrionalis,VN,G,4,5,664034,0.1639,1.4751,8.4231,greater
Reynosia_septentrionalis,VN,G,5,2,638439,0.1575,1.4175,0.2394,greater
Rhamnus_crocea,TX,G,1,350,901798,0.2225,455.68,24.509,lesser
Rhamnus_crocea,TX,G,2,326,1031725,0.2546,521.4208,73.2408,lesser
Rhamnus_crocea,TX,G,3,432,653130,0.1612,330.1376,31.4292,greater
Rhamnus_crocea,TX,G,4,634,610776,0.1507,308.6336,343.0064,greater
Rhamnus_crocea,TX,G,5,306,855048,0.211,432.128,36.8138,lesser
Rhamnus_crocea,TN,G,1,1850,1303793,0.3217,658.8416,2153.5652,greater
Rhamnus_crocea,TN,G,2,188,1121833,0.2768,566.8864,253.234,lesser
Rhamnus_crocea,TN,G,3,8,875179,0.216,442.368,426.5127,lesser
Rhamnus_crocea,TN,G,4,1,457583,0.1129,231.2192,229.2235,lesser
Rhamnus_crocea,TN,G,5,1,294089,0.0726,148.6848,146.6915,lesser
Rhamnus_crocea,VX,G,1,255,1081752,0.2669,546.6112,155.5714,lesser
Rhamnus_crocea,VX,G,2,190,953847,0.2354,482.0992,176.9801,lesser
Rhamnus_crocea,VX,G,3,270,452120,0.1116,228.5568,7.5147,greater
Rhamnus_crocea,VX,G,4,434,660863,0.1631,334.0288,29.9203,greater
Rhamnus_crocea,VX,G,5,899,903895,0.223,456.704,428.3425,greater
Rhamnus_crocea,VN,G,1,900,953258,0.2352,481.6896,363.2704,greater
Rhamnus_crocea,VN,G,2,1039,814172,0.2009,411.4432,957.1857,greater
Rhamnus_crocea,VN,G,3,101,982574,0.2425,496.64,315.18,lesser
Rhamnus_crocea,VN,G,4,7,664034,0.1639,335.6672,321.8132,lesser
Rhamnus_crocea,VN,G,5,1,638439,0.1575,322.56,320.5631,lesser
Rhamnus_ilicifolia,TX,G,1,76,901798,0.2225,741.1475,596.9408,lesser
Rhamnus_ilicifolia,TX,G,2,246,1031725,0.2546,848.0726,427.4297,lesser
Rhamnus_ilicifolia,TX,G,3,595,653130,0.1612,536.9572,6.2742,greater
Rhamnus_ilicifolia,TX,G,4,1561,610776,0.1507,501.9817,2234.1846,greater
Rhamnus_ilicifolia,TX,G,5,853,855048,0.211,702.841,32.0808,greater
Rhamnus_ilicifolia,TN,G,1,2378,1303793,0.3217,1071.5827,1592.7153,greater
Rhamnus_ilicifolia,TN,G,2,879,1121833,0.2768,922.0208,2.0073,lesser
Rhamnus_ilicifolia,TN,G,3,67,875179,0.216,719.496,591.7351,lesser
Rhamnus_ilicifolia,TN,G,4,5,457583,0.1129,376.0699,366.1364,lesser
Rhamnus_ilicifolia,TN,G,5,2,294089,0.0726,241.8306,237.8471,lesser
Rhamnus_ilicifolia,VX,G,1,25,1081752,0.2669,889.0439,839.7469,lesser
Rhamnus_ilicifolia,VX,G,2,40,953847,0.2354,784.1174,706.1579,lesser
Rhamnus_ilicifolia,VX,G,3,92,452120,0.1116,371.7396,210.5082,lesser
Rhamnus_ilicifolia,VX,G,4,738,660863,0.1631,543.2861,69.7855,greater
Rhamnus_ilicifolia,VX,G,5,2436,903895,0.223,742.813,3859.4939,greater
Rhamnus_ilicifolia,VN,G,1,3023,953258,0.2352,783.4512,6401.9033,greater
Rhamnus_ilicifolia,VN,G,2,284,814172,0.2009,669.1979,221.7243,lesser
Rhamnus_ilicifolia,VN,G,3,24,982574,0.2425,807.7675,760.4806,lesser
Rhamnus_ilicifolia,VN,G,4,3023,664034,0.1639,545.9509,11238.6888,greater
Rhamnus_ilicifolia,VN,G,5,284,638439,0.1575,524.6325,110.3706,lesser
Rhamnus_lanceolata,TX,G,1,1,901798,0.2225,35.155,33.1834,lesser
Rhamnus_lanceolata,TX,G,2,13,1031725,0.2546,40.2268,18.428,lesser
Rhamnus_lanceolata,TX,G,3,68,653130,0.1612,25.4696,71.0194,greater
Rhamnus_lanceolata,TX,G,4,68,610776,0.1507,23.8106,82.0098,greater
Rhamnus_lanceolata,TX,G,5,8,855048,0.211,33.338,19.2577,lesser
Rhamnus_lanceolata,TN,G,1,13,1303793,0.3217,50.8286,28.1535,lesser
Rhamnus_lanceolata,TN,G,2,101,1121833,0.2768,43.7344,74.9833,greater
Rhamnus_lanceolata,TN,G,3,41,875179,0.216,34.128,1.3837,greater
Rhamnus_lanceolata,TN,G,4,2,457583,0.1129,17.8382,14.0624,lesser
Rhamnus_lanceolata,TN,G,5,1,294089,0.0726,11.4708,9.558,lesser
Rhamnus_lanceolata,VX,G,1,7,1081752,0.2669,42.1702,29.3322,lesser
Rhamnus_lanceolata,VX,G,2,44,953847,0.2354,37.1932,1.2457,greater
Rhamnus_lanceolata,VX,G,3,83,452120,0.1116,17.6328,242.3251,greater
Rhamnus_lanceolata,VX,G,4,24,660863,0.1631,25.7698,0.1215,lesser
Rhamnus_lanceolata,VX,G,5,7,903895,0.223,35.234,22.6247,lesser
Rhamnus_lanceolata,VN,G,1,1,953258,0.2352,37.1616,35.1885,lesser
Rhamnus_lanceolata,VN,G,2,14,814172,0.2009,31.7422,9.9169,lesser
Rhamnus_lanceolata,VN,G,3,52,982574,0.2425,38.315,4.8879,greater
Rhamnus_lanceolata,VN,G,4,42,664034,0.1639,25.8962,10.0143,greater
Rhamnus_lanceolata,VN,G,5,49,638439,0.1575,24.885,23.3688,greater
Rhamnus_pirifolia,TX,G,1,53,901798,0.2225,40.94,3.5526,greater
Rhamnus_pirifolia,TX,G,2,131,1031725,0.2546,46.8464,151.1712,greater
Rhamnus_pirifolia,TX,G,3,53,653130,0.1612,29.6608,18.3649,greater
Rhamnus_pirifolia,TX,G,4,131,610776,0.1507,27.7288,384.616,greater
Rhamnus_pirifolia,TX,G,5,53,855048,0.211,38.824,5.1762,greater
Rhamnus_pirifolia,TN,G,1,184,1303793,0.3217,59.1928,263.1543,greater
Rhamnus_pirifolia,TN,G,2,184,1121833,0.2768,50.9312,347.6711,greater
Rhamnus_pirifolia,TN,G,3,184,875179,0.216,39.744,523.5959,greater
Rhamnus_pirifolia,TN,G,4,184,457583,0.1129,20.7736,1282.5345,greater
Rhamnus_pirifolia,TN,G,5,184,294089,0.0726,13.3584,2179.7937,greater
Rhamnus_pirifolia,VX,G,1,49,1081752,0.2669,49.1096,2.00E-04,lesser
Rhamnus_pirifolia,VX,G,2,20,953847,0.2354,43.3136,12.5486,lesser
Rhamnus_pirifolia,VX,G,3,115,452120,0.1116,20.5344,434.5756,greater
Rhamnus_pirifolia,VX,G,4,49,660863,0.1631,30.0104,12.016,greater
Rhamnus_pirifolia,VX,G,5,20,903895,0.223,41.032,10.7805,lesser
Rhamnus_pirifolia,VN,G,1,162,953258,0.2352,43.2768,325.6987,greater
Rhamnus_pirifolia,VN,G,2,22,814172,0.2009,36.9656,6.0589,lesser
Rhamnus_pirifolia,VN,G,3,162,982574,0.2425,44.62,308.7867,greater
Rhamnus_pirifolia,VN,G,4,22,664034,0.1639,30.1576,2.2066,lesser
Rhamnus_pirifolia,VN,G,5,162,638439,0.1575,28.98,610.5701,greater
Rhizophora_mangle,TX,G,1,1,901798,0.2225,189.7925,187.7978,lesser
Rhizophora_mangle,TX,G,2,121,1031725,0.2546,217.1738,42.5899,lesser
Rhizophora_mangle,TX,G,3,731,653130,0.1612,137.5036,2561.6637,greater
Rhizophora_mangle,TX,G,4,1,610776,0.1507,128.5471,126.5549,lesser
Rhizophora_mangle,TX,G,5,121,855048,0.211,179.983,19.3296,lesser
Rhizophora_mangle,TN,G,1,851,1303793,0.3217,274.4101,1211.5294,greater
Rhizophora_mangle,TN,G,2,2,1121833,0.2768,236.1104,232.1273,lesser
Rhizophora_mangle,TN,G,3,851,875179,0.216,184.248,2412.8253,greater
Rhizophora_mangle,TN,G,4,2,457583,0.1129,96.3037,92.3452,lesser
Rhizophora_mangle,TN,G,5,851,294089,0.0726,61.9278,10054.2073,greater
Rhizophora_mangle,VX,G,1,5,1081752,0.2669,227.6657,217.7755,lesser
Rhizophora_mangle,VX,G,2,15,953847,0.2354,200.7962,171.9167,lesser
Rhizophora_mangle,VX,G,3,298,452120,0.1116,95.1948,432.0609,greater
Rhizophora_mangle,VX,G,4,373,660863,0.1631,139.1243,393.1581,greater
Rhizophora_mangle,VX,G,5,162,903895,0.223,190.219,4.1863,lesser
Rhizophora_mangle,VN,G,1,271,953258,0.2352,200.6256,24.6856,greater
Rhizophora_mangle,VN,G,2,389,814172,0.2009,171.3677,276.3871,greater
Rhizophora_mangle,VN,G,3,146,982574,0.2425,206.8525,17.9018,lesser
